id_location;id_categorie_film;id_client;id_langue_film;montant;date_location;date_retour;date_paiement;id_acteur_principal
16168;12;322;1;4.99;20220526;20220527;20220531;137
16178;10;328;1;2.99;20220530;20220603;20220503;86
16181;8;331;1;0.99;20220525;20220529;20220513;2
16188;6;337;1;6.99;20220527;20220605;20220512;115
16190;12;337;1;8.99;20220529;20220608;20220507;181
16203;13;349;1;4.99;20220530;20220601;20220506;65
16214;7;357;1;2.99;20220525;20220601;20220508;97
16215;7;357;1;4.99;20220529;20220531;20220502;47
16220;15;359;1;3.99;20220528;20220603;20220522;5
16223;11;361;1;5.99;20220527;20220604;20220525;164
16233;9;368;1;5.99;20220525;20220603;20220523;113
16234;1;368;1;5.99;20220525;20220602;20220504;102
16238;8;369;1;4.99;20220526;20220528;20220529;113
16240;7;369;1;7.99;20220530;20220607;20220529;32
16050;11;269;1;1.99;20220524;20220529;20220621;70
16052;7;269;1;6.99;20220528;20220603;20220626;93
16054;5;269;1;4.99;20220529;20220530;20220602;109
16062;10;272;1;0.99;20220531;20220605;20220615;40
16073;1;276;1;10.99;20220530;20220608;20220603;44
16082;12;282;1;6.99;20220526;20220601;20220616;107
16087;14;286;1;6.99;20220525;20220602;20220613;6
16088;6;287;1;0.99;20220528;20220530;20220601;122
16090;6;287;1;2.99;20220530;20220604;20220624;89
16098;6;291;1;2.99;20220531;20220603;20220613;45
16104;8;295;1;3.99;20220527;20220605;20220613;121
16113;3;299;1;8.99;20220528;20220604;20220614;80
16117;1;301;1;4.99;20220525;20220530;20220628;40
16138;5;310;1;0.99;20220525;20220527;20220610;150
16142;7;311;1;3.99;20220530;20220606;20220621;11
16145;15;312;1;0.99;20220528;20220601;20220607;180
16146;11;312;1;4.99;20220531;20220602;20220618;161
16149;14;313;1;2.99;20220529;20220530;20220630;134
16157;5;316;1;8.99;20220528;20220604;20220618;187
16172;9;324;1;3.99;20220528;20220606;20220602;168
16182;3;331;1;2.99;20220530;20220531;20220616;185
16186;8;334;1;6.99;20220524;20220530;20220630;188
16191;7;338;1;0.99;20220528;20220601;20220605;180
16207;16;352;1;2.99;20220529;20220601;20220607;10
16209;6;354;1;0.99;20220525;20220527;20220628;172
16210;4;354;1;1.99;20220526;20220602;20220614;85
16217;15;358;1;4.99;20220530;20220601;20220612;196
16221;9;360;1;0.99;20220528;20220603;20220616;193
16224;14;361;1;4.99;20220531;20220604;20220603;34
16227;5;364;1;5.99;20220527;20220603;20220624;63
16229;16;365;1;4.99;20220526;20220527;20220611;34
16236;8;368;1;2.99;20220530;20220603;20220609;163
16242;2;371;1;6.99;20220526;20220604;20220614;41
16061;7;272;1;6.99;20220531;20220606;20220719;96
16064;5;273;1;0.99;20220530;20220601;20220707;78
16071;6;275;1;2.99;20220527;20220529;20220704;112
16072;10;276;1;3.99;20220529;20220605;20220711;122
16076;6;279;1;2.99;20220530;20220607;20220724;125
16094;1;288;1;5.99;20220528;20220601;20220714;193
16095;5;290;1;2.99;20220526;20220601;20220718;186
16102;4;293;1;8.99;20220531;20220609;20220720;178
16108;14;296;1;2.99;20220530;20220607;20220706;125
16114;12;300;1;0.99;20220527;20220602;20220705;73
16116;1;300;1;4.99;20220531;20220608;20220714;90
16121;16;302;1;5.99;20220525;20220531;20220710;173
16126;15;304;1;0.99;20220527;20220528;20220707;68
16132;1;307;1;4.99;20220528;20220531;20220723;155
16134;10;307;1;6.99;20220530;20220609;20220712;12
16137;10;309;1;0.99;20220529;20220530;20220706;10
16144;13;312;1;4.99;20220526;20220531;20220706;188
16160;13;318;1;9.99;20220526;20220604;20220721;198
16202;12;348;1;0.99;20220529;20220604;20220126;101
16216;8;357;1;0.99;20220530;20220602;20220124;158
16237;7;369;1;4.99;20220525;20220530;20220131;51
16177;13;327;1;6.99;20220528;20220604;20220718;110
16179;6;330;1;3.99;20220529;20220606;20220713;34
16187;9;334;1;8.99;20220527;20220605;20220706;159
16193;8;343;1;3.99;20220525;20220531;20220703;88
16194;3;343;1;3.99;20220527;20220604;20220715;35
16206;1;351;1;1.99;20220531;20220607;20220706;125
16212;9;355;1;3.99;20220531;20220607;20220717;33
16239;7;369;1;0.99;20220530;20220601;20220706;36
16051;2;269;1;0.99;20220525;20220527;20220129;64
16065;14;274;1;2.99;20220525;20220529;20220125;8
16109;7;297;1;0.99;20220525;20220527;20220128;163
16249;10;373;1;4.99;20220526;20220529;20220129;188
16259;5;379;1;4.99;20220526;20220527;20220130;124
16295;13;397;1;0.99;20220530;20220606;20220128;165
16318;6;409;1;6.99;20220526;20220602;20220125;60
16320;6;411;1;1.99;20220530;20220605;20220131;51
31687;13;244;1;4.99;20220731;20220806;20220130;90
31737;14;250;1;2.99;20220711;20220715;20220127;53
31801;9;257;1;5.99;20220712;20220720;20220128;127
31806;6;257;1;5.99;20220727;20220803;20220130;41
31815;7;258;1;5.99;20220708;20220714;20220127;189
31819;7;258;1;9.99;20220710;20220719;20220128;61
31848;7;261;1;5.99;20220709;20220718;20220123;134
31886;4;264;1;2.99;20220730;20220801;20220128;105
16251;6;374;1;2.99;20220530;20220604;20220211;114
16257;4;376;1;0.99;20220528;20220531;20220204;95
16258;2;378;1;0.99;20220527;20220528;20220219;16
16261;7;380;1;3.99;20220530;20220606;20220221;24
16267;3;383;1;0.99;20220525;20220527;20220218;25
16273;9;385;1;2.99;20220530;20220602;20220228;125
16275;3;386;1;7.99;20220528;20220604;20220214;75
16277;10;387;1;7.99;20220529;20220603;20220210;166
16280;8;388;1;4.99;20220525;20220526;20220217;176
16287;9;391;1;5.99;20220526;20220601;20220201;197
16291;10;393;1;0.99;20220530;20220601;20220226;35
16299;3;399;1;4.99;20220530;20220607;20220211;19
16312;10;405;1;4.99;20220529;20220607;20220204;35
16324;7;412;1;3.99;20220531;20220608;20220203;170
16337;5;420;1;4.99;20220529;20220601;20220216;9
16343;8;426;1;0.99;20220528;20220603;20220223;65
16347;16;429;1;2.99;20220526;20220529;20220211;175
16350;10;429;1;4.99;20220529;20220531;20220224;196
31890;13;265;1;2.99;20220706;20220709;20220217;21
31895;10;265;1;9.99;20220710;20220718;20220207;59
31913;7;267;1;0.99;20220711;20220713;20220227;148
16252;7;374;1;0.99;20220530;20220602;20220308;105
16253;12;375;1;8.99;20220526;20220604;20220311;196
16263;12;381;1;2.99;20220527;20220530;20220315;98
16264;1;381;1;2.99;20220529;20220602;20220330;27
16276;9;387;1;4.99;20220526;20220603;20220327;85
16289;14;391;1;7.99;20220530;20220608;20220304;61
16290;15;393;1;4.99;20220528;20220601;20220310;99
16297;7;399;1;5.99;20220524;20220531;20220320;174
16300;14;400;1;3.99;20220525;20220602;20220315;92
16302;10;400;1;1.99;20220528;20220604;20220325;1
16308;14;403;1;2.99;20220527;20220530;20220331;149
16315;3;408;1;3.99;20220524;20220601;20220323;182
16322;5;412;1;4.99;20220527;20220531;20220330;138
16326;7;413;1;4.99;20220530;20220603;20220305;114
16330;6;416;1;0.99;20220526;20220527;20220316;6
16333;2;417;1;4.99;20220526;20220530;20220325;132
16345;15;428;1;4.99;20220528;20220605;20220303;87
16351;12;430;1;2.99;20220525;20220530;20220328;56
16355;1;432;1;5.99;20220528;20220606;20220309;111
16357;11;433;1;8.99;20220525;20220603;20220327;39
16363;11;436;1;3.99;20220526;20220531;20220307;125
16364;2;436;1;5.99;20220530;20220605;20220312;30
16370;2;438;1;6.99;20220531;20220605;20220320;74
16372;8;439;1;0.99;20220527;20220530;20220323;146
16374;1;440;1;4.99;20220530;20220603;20220301;181
16383;15;445;1;2.99;20220530;20220603;20220315;138
16389;10;448;1;4.99;20220526;20220527;20220314;74
16391;15;449;1;4.99;20220526;20220530;20220307;188
31645;9;241;1;6.99;20220711;20220720;20220316;88
31648;7;241;1;2.99;20220727;20220729;20220306;186
31649;5;241;1;2.99;20220728;20220805;20220308;81
31654;1;242;1;0.99;20220706;20220707;20220309;119
31663;6;243;1;4.99;20220706;20220709;20220315;9
31666;4;243;1;3.99;20220711;20220719;20220312;169
31674;10;243;1;5.99;20220731;20220807;20220314;21
31676;6;244;1;4.99;20220709;20220711;20220304;63
31677;9;244;1;0.99;20220709;20220710;20220322;157
31703;15;245;1;6.99;20220731;20220807;20220318;111
31706;14;246;1;4.99;20220708;20220711;20220311;38
31708;14;246;1;0.99;20220709;20220710;20220328;179
31714;15;247;1;2.99;20220708;20220710;20220323;163
31715;10;247;1;2.99;20220708;20220713;20220328;191
31718;7;247;1;5.99;20220728;20220806;20220323;126
31719;9;248;1;0.99;20220706;20220710;20220308;156
31721;14;248;1;0.99;20220708;20220711;20220327;28
31728;11;249;1;3.99;20220710;20220719;20220307;130
31729;8;249;1;7.99;20220712;20220719;20220306;140
31730;16;249;1;7.99;20220727;20220805;20220311;62
31732;10;249;1;4.99;20220728;20220802;20220307;130
31733;11;250;1;4.99;20220706;20220709;20220327;135
31734;16;250;1;3.99;20220706;20220712;20220331;39
31741;9;251;1;3.99;20220707;20220714;20220307;161
31743;14;251;1;2.99;20220709;20220712;20220311;25
31759;5;252;1;5.99;20220729;20220802;20220317;112
31765;3;253;1;0.99;20220728;20220804;20220325;151
31773;14;254;1;2.99;20220709;20220711;20220304;150
31777;10;254;1;4.99;20220710;20220711;20220314;47
31778;15;254;1;0.99;20220727;20220728;20220323;127
31780;5;254;1;7.99;20220728;20220806;20220326;90
31781;2;254;1;4.99;20220729;20220802;20220327;161
31782;8;254;1;1.99;20220730;20220805;20220330;120
31783;2;255;1;0.99;20220708;20220708;20220303;106
31788;3;255;1;0.99;20220729;20220730;20220313;41
16254;16;375;1;4.99;20220527;20220529;20220421;198
16255;1;375;1;4.99;20220529;20220531;20220420;60
16268;13;383;1;8.99;20220529;20220606;20220401;71
16270;7;384;1;2.99;20220526;20220603;20220408;63
16272;12;384;1;2.99;20220531;20220602;20220428;138
16281;2;388;1;4.99;20220527;20220603;20220404;128
16293;8;394;1;2.99;20220530;20220604;20220419;143
31802;1;257;1;4.99;20220727;20220731;20220423;26
31804;8;257;1;1.99;20220727;20220802;20220426;140
31832;12;259;1;6.99;20220730;20220807;20220421;155
31833;13;259;1;7.99;20220730;20220808;20220416;55
31836;14;260;1;6.99;20220708;20220717;20220419;142
31838;2;260;1;2.99;20220711;20220712;20220402;191
31842;4;260;1;1.99;20220729;20220804;20220422;29
31857;1;262;1;0.99;20220709;20220712;20220408;97
31858;6;262;1;0.99;20220711;20220713;20220424;142
31861;15;262;1;7.99;20220712;20220721;20220413;198
31865;16;263;1;4.99;20220706;20220708;20220429;161
31881;16;264;1;8.99;20220711;20220720;20220429;184
31882;7;264;1;0.99;20220711;20220715;20220401;162
31885;7;264;1;8.99;20220727;20220803;20220404;183
31888;14;264;1;5.99;20220731;20220809;20220428;133
31892;3;265;1;2.99;20220708;20220709;20220423;17
31896;11;265;1;4.99;20220711;20220714;20220416;75
31897;12;265;1;4.99;20220711;20220716;20220410;50
31908;7;266;1;4.99;20220710;20220714;20220407;178
31909;3;266;1;2.99;20220729;20220802;20220417;109
31914;3;267;1;3.99;20220712;20220719;20220417;66
31915;16;267;1;4.99;20220728;20220804;20220401;7
16256;11;375;1;2.99;20220530;20220606;20220520;50
16265;15;382;1;2.99;20220527;20220530;20220516;15
16266;11;382;1;2.99;20220528;20220531;20220514;96
16269;3;384;1;4.99;20220525;20220603;20220511;32
16271;7;384;1;0.99;20220530;20220601;20220512;59
16279;16;387;1;3.99;20220531;20220608;20220517;36
16285;14;391;1;4.99;20220525;20220601;20220525;16
16288;5;391;1;2.99;20220530;20220606;20220527;159
16296;7;398;1;4.99;20220527;20220528;20220518;121
16301;7;400;1;6.99;20220526;20220602;20220525;10
16309;9;403;1;0.99;20220528;20220529;20220514;11
16310;12;404;1;5.99;20220531;20220606;20220508;10
16319;15;411;1;4.99;20220528;20220530;20220510;39
16329;10;415;1;4.99;20220528;20220529;20220513;143
16341;16;424;1;0.99;20220527;20220529;20220504;175
16362;7;436;1;7.99;20220525;20220602;20220521;127
16373;4;439;1;9.99;20220529;20220607;20220508;99
16375;8;441;1;4.99;20220529;20220530;20220508;126
16388;5;447;1;0.99;20220529;20220530;20220521;157
31709;16;246;1;4.99;20220712;20220714;20220523;166
31712;4;247;1;2.99;20220706;20220708;20220527;62
31722;15;248;1;2.99;20220709;20220715;20220509;98
31742;2;251;1;2.99;20220708;20220712;20220521;144
31746;1;251;1;8.99;20220727;20220803;20220528;175
31751;12;252;1;0.99;20220707;20220709;20220501;76
31752;15;252;1;2.99;20220710;20220716;20220501;45
31757;6;252;1;0.99;20220727;20220801;20220513;128
31758;16;252;1;0.99;20220728;20220729;20220518;145
31764;8;253;1;2.99;20220728;20220731;20220530;177
31774;10;254;1;0.99;20220710;20220713;20220519;168
31779;8;254;1;4.99;20220727;20220731;20220513;14
31785;4;255;1;0.99;20220710;20220716;20220506;88
31789;15;255;1;6.99;20220730;20220808;20220517;130
31793;3;256;1;0.99;20220711;20220713;20220517;171
31800;4;257;1;5.99;20220711;20220720;20220522;72
31810;3;257;1;4.99;20220729;20220801;20220513;2
31812;13;257;1;4.99;20220731;20220802;20220508;119
31823;7;258;1;4.99;20220730;20220802;20220519;62
31840;16;260;1;1.99;20220727;20220801;20220522;194
31844;1;260;1;0.99;20220729;20220801;20220520;73
31845;12;260;1;0.99;20220730;20220802;20220518;55
31846;2;260;1;4.99;20220730;20220802;20220510;11
31883;5;264;1;2.99;20220711;20220717;20220529;69
31884;12;264;1;0.99;20220712;20220715;20220514;127
31887;15;264;1;0.99;20220730;20220802;20220523;116
31891;13;265;1;0.99;20220708;20220714;20220502;100
31901;3;265;1;2.99;20220728;20220803;20220510;122
31902;16;265;1;5.99;20220729;20220805;20220523;149
16248;6;372;1;2.99;20220528;20220602;20220618;125
16262;10;381;1;0.99;20220526;20220527;20220619;26
16274;11;385;1;4.99;20220531;20220602;20220630;48
16278;10;387;1;4.99;20220529;20220602;20220615;109
16284;2;390;1;4.99;20220530;20220531;20220629;39
16286;8;391;1;2.99;20220526;20220527;20220624;194
31871;12;263;1;4.99;20220711;20220713;20220617;23
31872;14;263;1;2.99;20220712;20220712;20220606;166
31873;7;263;1;1.99;20220712;20220718;20220620;71
31878;14;264;1;6.99;20220706;20220715;20220611;187
31879;4;264;1;4.99;20220707;20220714;20220616;197
31893;5;265;1;7.99;20220709;20220717;20220606;182
31894;8;265;1;4.99;20220709;20220713;20220626;52
31903;8;265;1;2.99;20220729;20220802;20220620;70
31906;15;266;1;0.99;20220706;20220709;20220610;15
31907;8;266;1;5.99;20220709;20220718;20220617;93
31911;2;267;1;2.99;20220706;20220711;20220611;121
31912;10;267;1;6.99;20220709;20220717;20220614;198
16250;5;374;1;0.99;20220528;20220528;20220709;182
16260;5;379;1;4.99;20220530;20220605;20220710;39
16282;15;389;1;4.99;20220530;20220601;20220720;85
16283;12;390;1;4.99;20220526;20220531;20220702;104
16292;1;394;1;3.99;20220526;20220531;20220717;133
16298;6;399;1;6.99;20220529;20220605;20220710;170
16316;4;408;1;5.99;20220525;20220601;20220716;125
16321;4;412;1;0.99;20220526;20220528;20220721;192
16339;2;421;1;0.99;20220530;20220531;20220726;181
16340;14;422;1;0.99;20220527;20220602;20220717;74
16342;14;425;1;5.99;20220531;20220609;20220703;16
16344;3;427;1;6.99;20220525;20220601;20220715;149
16348;6;429;1;7.99;20220528;20220604;20220725;193
16349;14;429;1;4.99;20220529;20220605;20220701;198
16359;7;434;1;5.99;20220528;20220605;20220723;135
16360;3;435;1;7.99;20220529;20220607;20220715;92
16247;9;372;1;2.99;20220528;20220531;20220129;151
16331;1;416;1;3.99;20220529;20220605;20220124;173
16336;6;419;1;2.99;20220525;20220530;20220129;155
16354;8;432;1;7.99;20220527;20220604;20220128;124
16365;5;437;1;2.99;20220526;20220602;20220124;106
16367;15;437;1;5.99;20220528;20220605;20220129;148
16405;5;457;1;7.99;20220531;20220609;20220125;113
16416;1;464;1;1.99;20220527;20220601;20220126;123
16420;2;468;1;6.99;20220525;20220531;20220128;9
16463;8;489;1;2.99;20220528;20220529;20220128;46
16518;16;515;1;8.99;20220526;20220603;20220129;35
16536;6;528;1;0.99;20220527;20220529;20220126;37
16571;1;546;1;5.99;20220526;20220603;20220126;13
16580;3;549;1;4.99;20220530;20220601;20220131;115
16635;8;582;1;0.99;20220526;20220527;20220126;126
16654;13;594;1;6.99;20220531;20220609;20220130;43
16665;14;203;1;0.99;20220526;20220528;20220128;38
16681;13;3;1;2.99;20220529;20220601;20220123;107
16684;11;5;1;1.99;20220531;20220605;20220127;199
16706;8;16;1;3.99;20220527;20220604;20220123;141
16721;3;19;1;2.99;20220529;20220601;20220124;98
16725;13;21;1;3.99;20220526;20220531;20220123;120
16726;16;21;1;3.99;20220527;20220604;20220127;140
16804;5;58;1;0.99;20220526;20220530;20220128;186
16810;13;60;1;4.99;20220526;20220603;20220129;145
16817;8;64;1;0.99;20220528;20220530;20220129;130
16825;14;69;1;1.99;20220529;20220602;20220129;166
16840;6;77;1;1.99;20220527;20220602;20220129;82
16850;14;83;1;0.99;20220526;20220531;20220131;140
16851;13;83;1;0.99;20220530;20220601;20220131;44
16861;16;88;1;2.99;20220525;20220528;20220124;181
16966;2;146;1;7.99;20220529;20220606;20220125;155
16980;6;154;1;7.99;20220530;20220607;20220127;188
17021;10;174;1;5.99;20220525;20220601;20220126;107
17025;14;176;1;3.99;20220528;20220602;20220129;146
17091;12;217;1;2.99;20220529;20220530;20220126;16
17095;6;220;1;3.99;20220527;20220604;20220126;127
17102;8;223;1;2.99;20220528;20220531;20220123;59
17135;13;241;1;7.99;20220528;20220604;20220129;77
17201;3;266;1;1.99;20220525;20220530;20220128;17
17270;15;284;1;0.99;20220614;20220617;20220125;142
17274;6;285;1;3.99;20220615;20220622;20220129;102
17276;12;286;1;8.99;20220616;20220625;20220128;114
17291;11;290;1;4.99;20220615;20220617;20220125;70
17298;3;292;1;3.99;20220618;20220624;20220129;112
17303;7;293;1;4.99;20220617;20220621;20220127;33
17311;11;295;1;2.99;20220615;20220619;20220123;148
17313;8;295;1;2.99;20220617;20220626;20220123;38
17315;10;295;1;1.99;20220619;20220626;20220129;82
17347;16;303;1;2.99;20220620;20220625;20220130;52
17351;4;304;1;4.99;20220620;20220626;20220124;108
17403;6;318;1;7.99;20220621;20220628;20220129;110
17421;14;322;1;7.99;20220620;20220629;20220125;123
17423;8;322;1;8.99;20220621;20220630;20220128;26
17454;5;329;1;0.99;20220620;20220625;20220131;198
17464;7;333;1;2.99;20220616;20220622;20220130;74
17489;1;339;1;3.99;20220615;20220621;20220124;118
17490;8;339;1;4.99;20220615;20220617;20220126;16
17495;8;340;1;3.99;20220616;20220623;20220131;14
17508;14;341;1;5.99;20220621;20220629;20220130;46
17579;2;360;1;0.99;20220615;20220617;20220126;38
17608;9;366;1;0.99;20220618;20220618;20220126;101
17615;7;368;1;4.99;20220621;20220629;20220126;3
17684;14;385;1;0.99;20220620;20220621;20220129;186
17685;3;386;1;3.99;20220616;20220623;20220126;27
17717;8;392;1;4.99;20220620;20220627;20220131;87
17737;3;398;1;9.99;20220620;20220629;20220124;38
17783;9;411;1;2.99;20220617;20220619;20220128;140
17819;7;424;1;6.99;20220620;20220627;20220127;178
17824;1;426;1;2.99;20220618;20220623;20220125;49
17857;7;434;1;0.99;20220615;20220619;20220130;8
17869;1;437;1;2.99;20220621;20220628;20220128;192
17871;16;438;1;0.99;20220616;20220617;20220125;124
17880;3;439;1;2.99;20220620;20220624;20220125;67
17911;7;449;1;0.99;20220618;20220624;20220123;183
17916;11;450;1;0.99;20220618;20220622;20220131;121
17920;15;451;1;0.99;20220615;20220616;20220131;63
17922;1;451;1;6.99;20220617;20220622;20220131;97
17936;2;453;1;4.99;20220620;20220625;20220124;84
17938;1;454;1;7.99;20220616;20220622;20220125;178
17950;12;455;1;0.99;20220618;20220621;20220131;117
17959;12;457;1;0.99;20220616;20220617;20220123;116
17963;8;457;1;3.99;20220619;20220625;20220126;101
17974;12;459;1;0.99;20220620;20220623;20220126;21
17985;1;463;1;4.99;20220621;20220629;20220124;57
18003;9;468;1;2.99;20220616;20220620;20220125;21
18005;13;468;1;4.99;20220618;20220621;20220129;28
18038;9;478;1;4.99;20220618;20220626;20220129;200
18076;2;489;1;4.99;20220619;20220621;20220127;92
18102;16;497;1;4.99;20220619;20220622;20220124;30
18113;15;500;1;5.99;20220615;20220621;20220128;124
18136;15;506;1;6.99;20220619;20220628;20220130;20
18159;14;513;1;7.99;20220618;20220626;20220124;110
18160;3;513;1;1.99;20220619;20220626;20220124;107
18173;9;516;1;4.99;20220614;20220617;20220129;167
18198;9;523;1;6.99;20220616;20220625;20220128;164
18241;2;535;1;4.99;20220616;20220617;20220129;11
18277;12;546;1;0.99;20220615;20220622;20220124;49
18317;8;559;1;0.99;20220619;20220621;20220128;38
18328;2;561;1;4.99;20220620;20220627;20220127;185
18386;4;576;1;3.99;20220619;20220627;20220126;110
18401;12;581;1;4.99;20220617;20220620;20220123;117
18468;11;202;1;2.99;20220615;20220619;20220130;125
18471;16;202;1;0.99;20220620;20220624;20220129;186
18506;6;3;1;2.99;20220619;20220628;20220126;111
18526;3;7;1;0.99;20220620;20220625;20220129;130
18532;10;10;1;4.99;20220616;20220618;20220128;99
18541;7;12;1;5.99;20220618;20220623;20220123;12
18544;4;12;1;2.99;20220620;20220629;20220130;51
